person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Maria Dochioiu,mariadochioiu,mariadochioiu@email.ro,7451119216028,1962-01-17,"Drumul Ducu Mocanu, Matca, 896778",0753 909 858,53:af:9e:87:62:26,213.160.125.223,RO46PEDP4031821620280148,2025-07-01 22:34:47,2893,39,437,292831,9ce46105-e63f-4adb-9cc5-97f76e66b23b
Luiza Marin,luizamarin,luizamarin@141.ro,4561112455075,1981-08-28,"Drumul Ardelean Nr. 19 Bl. 47  Sc. 91 Ap. 211, Urlati, 551635",0251 164 173,be:e7:d8:d8:2e:ba,134.18.79.201,RO51GUKN4236955468280330,2025-07-01 22:34:47,97,968,457,100237,c9d1edc5-aa6a-4bea-9ced-88b972975e9d
Aglaia Preda,aglaiapreda,aglaiapreda@acasa.ro,7770724303992,2024-10-27,"Soseaua Preda, Huedin, 645547",0747 388 376,6c:49:ba:df:07:a5,14.253.225.57,RO31ZVUU1139098491000368,2025-07-01 22:34:47,33344,554,388,1408047,4b9ee98b-d05e-47bb-9861-d2f6ede6f69d
Anatolie Popescu,anatoliepopescu,anatoliepopescu@acasa.ro,5291118249563,1975-03-14,"Aleea Cleopatra Dinu Nr. 252, Rosiori de Vede, 745599",0242 127 946,1e:e7:93:f2:dc:e7,45.132.191.76,RO49YNNF4187313383666420,2025-07-01 22:34:47,30697,112,58,1886273,fd44db2e-1077-41a7-9e56-bce185160a6e
Cipriana Stancu,ciprianastancu,ciprianastancu@kappa.ro,8040304142920,2012-09-26,"Intrarea Tudor, Targoviste, 940671",0744 653 280,23:2c:0e:80:a5:e9,86.0.152.180,RO95TTMT3022741222337446,2025-07-01 22:34:47,11215,468,210,528243,05abac27-0ebc-4489-8d57-7b37e8b2dfbc
Julieta Pușcașu,julietapușcașu,julietapușcașu@141.ro,6940202409279,1915-04-16,"Soseaua Tania Mazilescu Nr. 977 Bl. 68  Sc. 95 Ap. 769, Ruscova, 352834",0741 744 637,b7:20:74:77:21:d5,112.70.161.0,RO81TSQY8729553696713776,2025-07-01 22:34:47,1424,618,545,415056,6dff5d0d-62b5-4189-986e-286123f72624
Eugen Tabacu,eugentabacu,eugentabacu@gmail.com,8770301288934,1916-10-06,"Soseaua Popa, Copsa Mica, 466504",0237 419 966,fe:36:3b:5e:5e:1c,46.178.170.56,RO60ASIT4110119818677830,2025-07-01 22:34:47,21422,897,568,72570,f0064f0f-0179-4a30-8029-59f725b2b6a0
Cristina Dobre,cristinadobre,cristinadobre@email.ro,4720911315191,2023-03-18,"Aleea Stancu, Targu Neamt, 714749",0245 207 571,5d:13:32:90:3d:4d,163.167.66.192,RO75EVSB6166938945010280,2025-07-01 22:34:47,1166,217,284,1848897,2b6db966-9998-48a5-bb72-e242c201301a
Titus Popa,tituspopa,tituspopa@email.ro,5720815355181,2012-12-18,"Intrarea Stancu Nr. 682 Bl. 88  Sc. 36 Ap. 142, Targu Lapus, 855094",0747 516 902,b5:53:b4:33:8a:21,146.227.36.178,RO84HCDG0984488446369974,2025-07-01 22:34:47,15844,303,436,1846252,cbd83d84-9ec4-4a66-9792-45f832b63cfc
Minodora Marin,minodoramarin,minodoramarin@gmail.com,7271015254057,1921-09-01,"Bulevardul Mădălin Pop Nr. 760, Tecuci, 936246",0748 183 835,18:9e:0a:a4:2b:23,128.234.36.91,RO40RERE4373258651067835,2025-07-01 22:34:47,31120,960,767,1642207,263cf827-581e-4f9d-acd9-1e65f7fd904b
Cazimir Ardelean,cazimirardelean,cazimirardelean@zzup.ro,3831219245146,1922-11-14,"Soseaua Visarion Ene Nr. 380 Bl. 31  Sc. 33 Ap. 700, Modelu, 520682",0257 085 618,46:eb:14:cc:2c:12,214.196.190.53,RO49YUYR0259832775135217,2025-07-01 22:34:47,6602,486,318,1051989,761eacfa-4502-4a69-b76e-1ff71d8a547f
Denis Mocanu,denismocanu,denismocanu@gmail.com,1500503065433,1925-04-20,"Bulevardul Ionescu Nr. 635 Bl. 67  Sc. 99 Ap. 854, Dancu, 400655",0234 452 959,a6:66:11:7b:28:c9,152.143.120.204,RO40OKYW8939097766108395,2025-07-01 22:34:47,7295,337,146,1614718,e3694de8-21fc-4626-ad93-de87e032a814
Cristea Nistor,cristeanistor,cristeanistor@gmail.com,1141003410786,1996-05-24,"Intrarea Preda Nr. 74, Targu Secuiesc, 522017",0767 104 657,a8:f7:b7:7b:fb:9a,156.237.16.192,RO65FTXW0429111237207409,2025-07-01 22:34:47,3661,57,591,1631985,1dc229c4-99a6-4861-a15c-8641ff8c524d
Pătru Ardelean,pătruardelean,pătruardelean@gmail.com,4730125188213,1978-03-18,"Drumul Evelina Tabacu Nr. 622 Bl. 69  Sc. 46 Ap. 465, Pucioasa, 430468",0234 908 503,70:59:a6:e1:45:79,2.251.95.55,RO95PTZQ2687687757844728,2025-07-01 22:34:47,5273,12,144,1225879,a1f167f2-9b31-4145-97a6-de97a77dbbde
Leordean Manole,leordeanmanole,leordeanmanole@gmail.com,5210924148388,1951-03-17,"Aleea Mocanu, Berceni, 156280",0721 449 964,51:8d:c6:32:b0:98,146.110.41.105,RO58SGAG5909315804715979,2025-07-01 22:34:47,27977,605,356,259173,875c4317-77a0-4fc9-95d0-807f03970449
Ina Dima,inadima,inadima@acasa.ro,1391219217299,1948-03-31,"Aleea Manole Nr. 778 Bl. 42  Sc. 74 Ap. 429, Pantelimon, 640227",0756 355 745,17:f6:1c:c3:cf:b1,175.100.1.115,RO53WHTI1258578888918349,2025-07-01 22:34:47,22653,758,705,111298,06c2f279-8d47-4913-aea0-cfd27732fe2e
Lazăr Mazilescu,lazărmazilescu,lazărmazilescu@kappa.ro,5800131413047,1960-11-27,"Drumul Aanei Nr. 61 Bl. 57  Sc. 67 Ap. 273, Videle, 531780",0265 630 682,5c:7e:03:05:e0:ef,124.244.144.222,RO81VZHA4793991828902384,2025-07-01 22:34:47,18462,143,470,1350832,65cfd842-c544-4c89-8cb2-70b3949588b9
Vasilică Dima,vasilicădima,vasilicădima@141.ro,3340216375609,1955-01-24,"Strada Ioniță Nr. 79 Bl. 47  Sc. 97 Ap. 625, Dorohoi, 350530",0748 804 120,2e:04:3f:86:a5:73,195.34.185.108,RO46OZLG5509497588930095,2025-07-01 22:34:47,4499,548,37,1039476,7789a8ae-6781-43ef-b3bf-73a47e5861cf
Estera Stoica,esterastoica,esterastoica@acasa.ro,1110513329273,1940-05-15,"Intrarea Mocanu, Vaslui, 196870",0757 307 139,c7:18:04:86:b0:fc,87.184.244.174,RO62IGKM3474619077758153,2025-07-01 22:34:47,31453,572,605,492879,ce6d87e8-692a-42d3-b3c3-9178005be3a5
Alex Voinea,alexvoinea,alexvoinea@zzup.ro,3760130112523,1997-05-30,"Strada Dorian Dobre Nr. 127 Bl. 21  Sc. 34 Ap. 100, Bocsa, 592213",0754 881 657,42:1b:7c:b4:66:9c,75.95.87.210,RO63RMKV3449220946808019,2025-07-01 22:34:47,6188,374,524,1670146,fa921eee-7ead-409b-acac-5fc54a7f8369
Celia Manole,celiamanole,celiamanole@gmail.com,1170607250547,1974-12-13,"Soseaua Gheorghiu Nr. 68, Tulcea, 433388",0741 469 790,73:bb:62:51:77:72,98.90.136.246,RO98PYEP0213666542421328,2025-07-01 22:34:47,30388,757,602,640940,8816423f-a7d6-4c41-a445-d4916898fd26
Vincențiu Nistor,vincențiunistor,vincențiunistor@email.ro,6140601061887,1938-02-26,"Intrarea Nistor, Negresti, 578895",0729 740 866,35:7c:d9:99:30:e5,169.113.5.240,RO52IJFT0028444922356004,2025-07-01 22:34:47,27189,520,623,1221800,39e1e849-899f-41cb-bd89-d63a3b511dee
Delia Tudor,deliatudor,deliatudor@141.ro,7260701392321,1915-12-10,"Aleea Manole Nr. 46, Diosig, 871268",0262 272 009,16:6a:74:7f:10:af,179.64.191.188,RO97PXQO3536837720565295,2025-07-01 22:34:47,14365,559,75,548860,e36bd01d-3cbb-4398-a4df-9b1a88928350
Ortansa Suciu,ortansasuciu,ortansasuciu@141.ro,4530426430997,1924-08-21,"Aleea Dinu Nr. 732 Bl. 67  Sc. 93 Ap. 483, Marasesti, 197741",0749 500 372,5e:2e:82:2b:af:bd,162.224.234.58,RO10PJGT3894244793653726,2025-07-01 22:34:47,9791,642,709,1700765,8dfa214b-1c36-44e8-bee9-663a8eedaa39
Julia Marin,juliamarin,juliamarin@kappa.ro,5410314138415,1942-03-20,"Bulevardul Sanda Marin Nr. 696 Bl. 21  Sc. 96 Ap. 980, Boldesti-Scaeni, 329661",0741 647 321,0f:03:46:f7:31:df,56.127.120.254,RO77ITGP2690037134621426,2025-07-01 22:34:47,18521,398,64,323768,e1200f43-4682-413b-bf65-f4831933b658
Miron Nemeș,mironnemeș,mironnemeș@acasa.ro,3940502194429,1924-12-27,"Strada Mazilescu, Bumbesti-Jiu, 294060",0248 718 302,7e:8a:ad:e2:8e:73,49.135.195.247,RO84IYDK7998476366218425,2025-07-01 22:34:47,2996,496,708,360313,9b206738-76ed-46aa-89f7-829dc1c14ef8
Rebeca Dima,rebecadima,rebecadima@post.ro,1430702406635,1986-12-31,"Intrarea Pop Nr. 454, Roseti, 721444",0249 321 134,38:1c:f1:72:68:18,119.161.30.184,RO98ARVB9626827831059183,2025-07-01 22:34:47,33529,890,600,1309488,834af2cd-33b3-410d-973c-0cbac532e306
Zenobia Dinu,zenobiadinu,zenobiadinu@141.ro,6920117456201,2005-06-14,"Soseaua Eftimie Nr. 864 Bl. 51  Sc. 37 Ap. 215, Fetesti-Gara, 501180",0722 124 309,07:9d:56:9e:b1:d4,68.134.6.253,RO22MXDE1451533580173636,2025-07-01 22:34:47,22451,181,778,597791,b6efe4e6-c9e4-4dfa-966a-6aad80bd27be
Mugur Niță,mugurniță,mugurniță@kappa.ro,6011012113703,1952-08-31,"Aleea Ionescu Nr. 804 Bl. 70  Sc. 16 Ap. 152, Salonta, 978650",0262 279 800,c2:d9:72:0b:db:5b,89.202.237.118,RO57OIXB6457053100386385,2025-07-01 22:34:47,23473,852,765,283925,7442d1b5-0547-449a-9795-4e0c71b39c77
Emilia Dobre,emiliadobre,emiliadobre@acasa.ro,7440909169599,2007-09-09,"Drumul Gheorghiu Nr. 32 Bl. 92  Sc. 17 Ap. 127, Darabani, 486719",0765 988 235,5c:f2:8c:a4:f6:08,173.19.18.159,RO89OLKW2868964846969097,2025-07-01 22:34:47,17256,640,293,324904,90579153-887e-4869-85d2-607b6eebbef8
Geta Suciu,getasuciu,getasuciu@kappa.ro,6600813387234,1990-11-23,"Intrarea Smaranda Nemeș, Odobesti, 164978",0236 137 844,85:82:fa:d2:e0:11,161.159.24.49,RO68GTMZ8496665428916359,2025-07-01 22:34:47,10031,65,32,146800,31fd0a96-841b-4d71-a0e5-ef8e5412b0af
Marcela Dochioiu,marceladochioiu,marceladochioiu@email.ro,4050619145476,2010-02-28,"Soseaua Diaconu, Strehaia, 223451",0722 678 672,57:65:35:1e:39:71,78.252.201.117,RO94EXRZ5276256177315261,2025-07-01 22:34:47,26783,457,21,1691842,25d8031c-5d15-46d4-9249-74892b60b749
Haralamb Diaconescu,haralambdiaconescu,haralambdiaconescu@email.ro,7741128018106,2015-03-28,"Soseaua Rareș Ardelean Nr. 634, Satu Mare, 670966",0766 853 902,59:c3:47:16:36:e7,141.165.134.167,RO33SNGY9523009297508288,2025-07-01 22:34:47,26391,67,649,722549,4c92f979-9fed-4760-aabd-6780fda46c08
Albert Dumitrescu,albertdumitrescu,albertdumitrescu@gmail.com,5120723017471,1954-03-07,"Strada Oprea Nr. 87 Bl. 54  Sc. 30 Ap. 177, Eforie Nord, 101501",0240 435 132,94:78:f4:8b:0f:1a,217.2.160.151,RO20CGAQ5150023234256299,2025-07-01 22:34:47,18509,295,170,186325,adc7c693-af70-48b7-b7f5-499cefc96030
Liliana Tudor,lilianatudor,lilianatudor@email.ro,7290421311123,1963-06-12,"Aleea Adam Gheorghiu, Gherla, 188481",0767 440 210,b1:dc:50:18:05:84,137.197.249.17,RO72SOCH6554157139834699,2025-07-01 22:34:47,17087,143,606,1070570,69f013bd-dbc0-4119-8c90-f6b2fe18ec04
Iridenta Barbu,iridentabarbu,iridentabarbu@acasa.ro,8351002405869,1957-07-25,"Soseaua Cristea Nr. 36 Bl. 17  Sc. 49 Ap. 268, Urlati, 422964",0739 607 651,c1:1b:24:69:b4:33,165.225.151.224,RO04MTLT9900567327495266,2025-07-01 22:34:47,18260,703,502,290864,5679b04f-0d5c-4086-afe7-5c285b157ca3
Cristea Aanei,cristeaaanei,cristeaaanei@kappa.ro,1440325199977,1946-04-01,"Strada Marin Nr. 37 Bl. 72  Sc. 61 Ap. 456, Vicovu de Jos, 117597",0240 999 970,74:62:10:d6:0d:75,165.5.136.183,RO52GXHO9342171126881993,2025-07-01 22:34:47,16876,62,227,1569448,6a0c7167-e12c-4b00-86ef-deb83ae85d36
Ariadna Gheorghiu,ariadnagheorghiu,ariadnagheorghiu@gmail.com,8811219066541,1915-02-27,"Aleea Nemeș Nr. 27 Bl. 57  Sc. 94 Ap. 437, Chisineu-Cris, 557144",0741 518 620,5e:d3:57:77:a7:7b,12.206.111.225,RO36IMFE0858623542800118,2025-07-01 22:34:47,19929,398,753,681733,995924b2-653e-4485-add5-cd1c2cd28736
Dafina Ardelean,dafinaardelean,dafinaardelean@post.ro,7490428304270,2000-06-03,"Bulevardul Alin Dima Nr. 60 Bl. 66  Sc. 81 Ap. 824, Huedin, 496654",0250 926 754,a5:ae:5c:04:8a:d4,31.24.191.201,RO17UAXR0013569836115133,2025-07-01 22:34:47,34456,494,736,1165219,b158439e-afb9-4e2a-9bab-ca8a2356f2ea
Martin Mazilescu,martinmazilescu,martinmazilescu@141.ro,3590506050870,1980-11-05,"Drumul Ionescu Nr. 29, Santana, 386865",0749 458 020,c4:c6:be:bd:5d:8c,108.108.2.210,RO15QRQG9238285058404970,2025-07-01 22:34:47,600,916,740,449573,a4b7a72c-3756-4f47-bd12-b465d0743cde
Lidia Suciu,lidiasuciu,lidiasuciu@post.ro,4060617173442,1942-07-19,"Aleea Barbu Nr. 211 Bl. 73  Sc. 47 Ap. 691, Pucioasa, 880344",0746 463 557,79:53:66:e9:76:7f,156.21.184.217,RO40YKFK3588572217464588,2025-07-01 22:34:47,432,239,427,560429,5ca7a6ed-1503-466b-881f-a1678decc817
Pompiliu Georgescu,pompiliugeorgescu,pompiliugeorgescu@acasa.ro,2480702302855,1988-03-30,"Drumul Stan Nr. 920, Craiova, 493634",0258 008 634,aa:7b:0f:14:d8:39,160.184.78.120,RO32JQXB1951028012438750,2025-07-01 22:34:47,10525,618,615,1859240,e8e56e30-9be1-4efd-9bec-a078bf4ecd3b
Manole Dima,manoledima,manoledima@141.ro,7460416187747,1968-03-06,"Intrarea Aanei, Ludus, 311307",0239 440 711,e8:cb:c3:28:67:c4,29.179.221.200,RO91ZVZM7580368297911455,2025-07-01 22:34:47,6186,296,226,863194,03668f68-9d23-4f18-bbc2-f8d5e126266c
Grigore Mazilescu,grigoremazilescu,grigoremazilescu@zzup.ro,1770825269488,1920-07-30,"Strada Tabacu Nr. 134, Homocea, 438682",0729 123 578,0f:81:8b:98:71:1b,12.118.255.228,RO26UUZG7196061413674891,2025-07-01 22:34:47,34252,659,673,1214188,5cb3468f-91f8-4e8f-bbe9-281e4b0ea322
Daiana Florea,daianaflorea,daianaflorea@email.ro,7330120115600,2020-06-17,"Soseaua Diaconescu, Floresti, 504988",0235 023 935,4d:68:b0:83:14:1e,201.193.101.141,RO30QWXT6292964083766811,2025-07-01 22:34:47,32883,995,56,1858093,2cd2b4f7-e449-4516-acae-a6573fb4cacc
Ghenadie Dobre,ghenadiedobre,ghenadiedobre@acasa.ro,8640402520409,1959-12-31,"Bulevardul Ioniță, Negresti-Oas, 380933",0257 616 267,86:4a:9a:74:68:6e,104.9.94.30,RO84JJPL7251635005873872,2025-07-01 22:34:47,7972,104,622,238274,58d47a6a-9c75-473b-b765-2dcc3a9ce9f2
Dora Stănescu,dorastănescu,dorastănescu@zzup.ro,7960701394751,1988-02-03,"Bulevardul Albu Nr. 87 Bl. 63  Sc. 63 Ap. 762, Onesti, 940980",0788 322 048,6d:c8:85:65:79:18,133.117.22.196,RO86PEPB0712201601386067,2025-07-01 22:34:47,21543,418,433,941876,f4ddd3a7-32b5-4e52-8275-563f0383271e
Catinca Nistor,catincanistor,catincanistor@acasa.ro,1330825183681,1979-06-28,"Intrarea Dima Nr. 72 Bl. 34  Sc. 89 Ap. 166, Avrig, 223801",0252 362 224,57:32:36:ce:69:18,10.30.251.148,RO18MQNK6338368484606400,2025-07-01 22:34:47,8906,300,337,632405,af76e6d5-3e3a-4d22-9f90-0818f31a3f16
Despina Popa,despinapopa,despinapopa@acasa.ro,6470807195693,1941-03-04,"Soseaua Diaconu Nr. 65, Peretu, 289797",0749 804 695,7a:a0:c2:4d:1b:3c,51.120.242.41,RO69DUVO1095577921686583,2025-07-01 22:34:47,602,935,123,1645762,94d5561f-a330-49ed-ba76-3f43169353d2
Valeria Dochioiu,valeriadochioiu,valeriadochioiu@kappa.ro,2460611373957,2006-10-17,"Aleea Georgescu Nr. 381, Diosig, 898056",0728 035 957,b4:d4:5a:61:92:ec,86.23.49.200,RO17ELMV7518711013074697,2025-07-01 22:34:47,27896,754,560,1326411,921788e5-f96c-4960-a480-b71cb6623d16
Sorin Popa,sorinpopa,sorinpopa@acasa.ro,4070725111316,1924-05-08,"Intrarea Ioana Florea, Otopeni, 883249",0767 103 042,d8:1f:10:f4:78:86,103.213.100.47,RO96NZJT7046080429819385,2025-07-01 22:34:47,35895,362,187,941347,763783d6-5874-422f-8421-7f9991c14569
Basarab Stan,basarabstan,basarabstan@email.ro,1641012422361,1970-03-23,"Drumul Toma Nr. 67, Salonta, 220241",0753 163 811,cb:20:a5:f1:40:89,49.32.122.38,RO90QMDJ0639386234658425,2025-07-01 22:34:47,20853,206,491,222929,e5a78ffc-41ce-4951-9edf-af33b0784c69
Ilona Niță,ilonaniță,ilonaniță@141.ro,3220409105200,1932-06-20,"Bulevardul Dochioiu Nr. 13 Bl. 89  Sc. 43 Ap. 486, Cugir, 718757",0233 840 878,12:d2:0b:46:62:a7,204.198.227.51,RO78JPYQ8861726088304021,2025-07-01 22:34:47,14521,594,642,803593,0ff0d7c8-5a9e-43ea-9e63-b6d69c0012ad
Semenica Dobre,semenicadobre,semenicadobre@post.ro,8430101232655,1999-02-24,"Bulevardul Marin Nr. 237, Piatra-Neamt, 955075",0256 591 020,88:fe:4e:be:ca:b5,79.187.119.77,RO81FZBF0092474795510895,2025-07-01 22:34:47,10731,618,325,1908634,157ead76-5e5b-46d6-86cb-2ebd42bf4cf3
Iulian Georgescu,iuliangeorgescu,iuliangeorgescu@acasa.ro,6320623072117,1994-03-01,"Intrarea Georgescu, Rasinari, 515376",0744 398 239,0b:b9:95:4b:23:d0,170.32.214.229,RO45WRIA0540334329086418,2025-07-01 22:34:47,26216,734,289,1880100,55940ce5-2ce4-442b-b96e-44eb77c3fa9c
Ovidiu Dumitrescu,ovidiudumitrescu,ovidiudumitrescu@post.ro,6570414060785,1923-09-26,"Bulevardul Gherghina Albu Nr. 853, Sabaoani, 910515",0762 013 001,8d:da:78:61:14:c0,69.239.20.164,RO57FJBN4666376575506165,2025-07-01 22:34:47,17807,29,526,138531,283e31b1-9781-4649-8340-7bc93df4246a
Alis Popa,alispopa,alispopa@acasa.ro,2230531235973,2018-08-19,"Soseaua Gheorghiu Nr. 19, Bosanci, 382159",0252 585 610,cf:63:42:cb:05:2b,93.202.109.123,RO98OZSR9375988977061240,2025-07-01 22:34:47,161,957,800,966154,d41ed6c6-6a05-4179-96a0-4b25ae5920bd
Vlad Oprea,vladoprea,vladoprea@post.ro,7041106262046,1972-03-30,"Bulevardul Eftimie, Cajvana, 630487",0244 820 071,f0:90:20:6b:29:8e,197.203.200.162,RO80SAEZ5800330341636189,2025-07-01 22:34:47,6526,15,506,1717772,ddb2b777-af60-499b-84e9-ddfff27e9588
Florin Tomescu,florintomescu,florintomescu@gmail.com,8820405458464,1992-12-08,"Drumul Barbu Nr. 86, Medgidia, 245575",0733 932 893,2a:a6:af:7e:8e:a4,62.205.207.255,RO93PZQZ4362518574393885,2025-07-01 22:34:47,28844,200,592,449984,73c9059a-dffb-498f-a9e4-bf98ab4f2c55
Julia Manole,juliamanole,juliamanole@email.ro,3240511251822,1962-09-30,"Bulevardul Tabacu Nr. 24, Slobozia, 508263",0257 390 346,70:28:cd:11:29:cb,69.150.160.172,RO24HEYO6695144598962227,2025-07-01 22:34:47,23562,694,353,293824,4bd5b8c6-a0d4-41f5-85dc-f59fde8366e7
Visarion Voinea,visarionvoinea,visarionvoinea@141.ro,2960609077721,1944-01-15,"Drumul Nemeș Nr. 118, Oradea, 141639",0247 260 061,54:c4:b7:c4:ff:31,45.10.14.156,RO32CDXX9112466298775743,2025-07-01 22:34:47,17908,460,465,997219,654b7ee1-07b2-49a6-9210-998fec86d42f
Viviana Dobre,vivianadobre,vivianadobre@acasa.ro,3800218460345,1970-11-06,"Intrarea Dumitrescu Nr. 836, Cisnadie, 770607",0734 518 119,01:0d:90:94:28:da,205.24.114.254,RO08EWLD7180305961036913,2025-07-01 22:34:47,2569,427,509,204488,42e6a501-d042-471e-9a16-2903b4151db8
Corneliu Voinea,corneliuvoinea,corneliuvoinea@gmail.com,8820323191194,1963-07-15,"Intrarea Gheorghiu, Sancraiu de Mures, 242669",0737 688 707,c2:88:72:a5:eb:eb,109.8.35.204,RO09XZHB0980331514109643,2025-07-01 22:34:47,28231,42,156,514894,9a1cf021-5ad3-462f-9ef5-2de4e6c4f789
Codrin Voinea,codrinvoinea,codrinvoinea@acasa.ro,6091205239346,1916-12-01,"Intrarea Georgescu Nr. 119 Bl. 71  Sc. 93 Ap. 620, Bolintin-Vale, 261251",0750 088 498,cb:d7:d9:08:d1:ca,112.97.116.243,RO79JTWV2352931936927120,2025-07-01 22:34:47,27572,982,10,1413138,4b0d909c-b22f-4b4b-a06a-219cc0365a38
Dragoș Albu,dragoșalbu,dragoșalbu@kappa.ro,2030327088125,1992-11-20,"Strada Preda Nr. 19, Ocna Mures, 998951",0739 890 328,15:d2:b8:33:c2:51,100.129.225.216,RO92STDR4645497975153794,2025-07-01 22:34:47,19590,487,615,451769,cf3a2cb2-1219-4c62-b0f3-368f7ec4e9b0
Tamara Dobre,tamaradobre,tamaradobre@post.ro,8010106407751,1913-06-02,"Soseaua Crina Stan, Darabani, 911048",0746 414 313,cd:75:6a:f6:2e:9c,88.9.133.179,RO30SGKV7803074100999760,2025-07-01 22:34:47,1465,819,443,650385,5361a85c-b323-4527-9a8c-281d9ce3ca68
Dina Ene,dinaene,dinaene@email.ro,7080106293420,2003-05-01,"Strada Tudor Nr. 149 Bl. 94  Sc. 47 Ap. 106, Sangeorz-Bai, 644875",0746 141 159,8d:bc:d7:82:0b:4f,150.61.157.165,RO69GDDG8274510824494874,2025-07-01 22:34:47,26834,403,500,1913888,8fab7c1e-7b4c-4e5a-b1ee-0feb16655e52
Liviu Nemeș,liviunemeș,liviunemeș@141.ro,8030908021326,2023-10-18,"Soseaua Tomescu Nr. 528, Strehaia, 735915",0234 402 068,5e:cc:8f:2a:ec:65,34.93.251.188,RO74XBLJ5877465375487527,2025-07-01 22:34:47,9232,364,682,1933644,73f9bc94-79ff-4f06-9fe0-8b7f58c90084
Aleodor Gheorghiu,aleodorgheorghiu,aleodorgheorghiu@141.ro,8160622018537,1941-08-01,"Soseaua Ardelean, Gheorgheni, 366682",0743 839 830,90:0c:b3:a8:75:ad,150.11.52.184,RO11PEFL3304466886196762,2025-07-01 22:34:47,20188,16,459,1582087,017431c9-dd88-4ecb-8ea3-a1227ba69017
Georgian Popa,georgianpopa,georgianpopa@gmail.com,2190404282571,1949-08-12,"Intrarea Cosmina Aanei Nr. 311, Odobesti, 925204",0247 326 825,41:86:64:44:53:66,185.174.83.83,RO10PPPG9137446893481000,2025-07-01 22:34:47,12135,613,471,858815,a07c55d0-9e9a-405d-bcfc-47114d5910eb
Ozana Tomescu,ozanatomescu,ozanatomescu@kappa.ro,6460703059643,1912-09-28,"Soseaua Voinea Nr. 83 Bl. 31  Sc. 48 Ap. 729, Rodna, 413252",0739 213 551,e9:92:33:f3:59:2e,33.71.171.227,RO41JAOF0555093184062002,2025-07-01 22:34:47,26629,742,50,1895652,52a68d17-793c-4dfa-981a-bc7424ebaf89
Adam Preda,adampreda,adampreda@email.ro,3800722434671,1997-02-02,"Strada Barbu Nr. 24, Braila, 292981",0739 346 240,61:7a:2b:07:89:02,96.158.133.22,RO94RKHF6587805499410375,2025-07-01 22:34:47,29842,801,291,799396,829928db-7dc1-4d8f-b791-0946a071d25c
Denis Tudor,denistudor,denistudor@acasa.ro,7430104318804,1926-05-20,"Intrarea Preda Nr. 520, Dancu, 629578",0769 516 971,97:b2:9e:6b:7b:0a,119.76.111.197,RO21FWQU8472130958300566,2025-07-01 22:34:47,26426,621,334,332283,c0b71f8a-60a3-458b-b2c1-c14e11d2c134
Miron Cristea,mironcristea,mironcristea@acasa.ro,5280506211651,1960-05-14,"Bulevardul Eftimie, Modelu, 497824",0262 775 431,f0:d6:5f:bd:7e:de,19.67.234.90,RO05LXDG7334134185941048,2025-07-01 22:34:47,545,853,151,1528850,4663be4c-7dad-436d-a82d-ca407ab53ea2
Betina Barbu,betinabarbu,betinabarbu@email.ro,5270822332426,1925-12-27,"Drumul Nistor Nr. 694, Vlahita, 965356",0754 199 149,97:d6:6f:4c:14:2f,171.243.188.25,RO68AXDT7746887576228553,2025-07-01 22:34:47,25491,795,685,1655903,2f4ddc4f-a5d5-4da0-bcf7-284ad6d76e90
Eusebiu Suciu,eusebiusuciu,eusebiusuciu@141.ro,6410526192864,1962-03-02,"Drumul Marin Nr. 92, Motatei, 161246",0751 016 562,15:9d:65:72:15:12,162.126.87.50,RO78MBDV2082727216515693,2025-07-01 22:34:47,2908,796,441,524429,05a5671b-2253-47e2-b0ef-d8bf571d6837
Mădălina Ionescu,mădălinaionescu,mădălinaionescu@email.ro,5810917314135,1958-02-09,"Intrarea Miron Pușcașu, Tulcea, 490831",0754 818 934,d2:c0:9a:63:32:87,115.122.239.240,RO70KPRN1661523900558941,2025-07-01 22:34:47,34067,927,798,180318,64ed0999-25dd-431a-acd0-47e2cba7a51a
Artemisa Ardelean,artemisaardelean,artemisaardelean@zzup.ro,4730925109101,1975-10-31,"Soseaua Stănescu, Targu Frumos, 993407",0763 760 961,81:1a:dc:f3:16:51,207.6.62.103,RO25CNNM0308060338951245,2025-07-01 22:34:47,35717,404,37,1233943,8c83c3d4-bfc4-490f-8b29-c51364dd35cc
Petronela Albu,petronelaalbu,petronelaalbu@gmail.com,6240303418268,1920-11-10,"Aleea Mocanu, Cumpana, 409359",0254 609 458,22:32:17:c4:be:34,156.160.140.254,RO57BZSJ9141087675251027,2025-07-01 22:34:47,24145,284,432,91324,98ed84ae-f499-4d1a-867e-013075192e2c
Malvina Suciu,malvinasuciu,malvinasuciu@post.ro,2840507252450,1910-11-13,"Intrarea Ioniță Nr. 101, Bacau, 459827",0784 192 683,c8:89:94:27:40:d4,210.176.248.144,RO69QMAR8467449386593153,2025-07-01 22:34:47,13097,200,47,570116,1721e372-a488-4b55-a19b-cc109202c22d
Irina Aanei,irinaaanei,irinaaanei@zzup.ro,1990415224593,1929-02-16,"Intrarea Aanei, Odorheiu Secuiesc, 190706",0267 953 592,43:79:f8:0b:20:07,181.76.46.107,RO71HNFG6617094759835833,2025-07-01 22:34:47,31121,624,52,1662698,3eeae236-4c23-464f-aad5-6c61f00c6a79
